Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa Santa Marianita,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,La Plaza Beach,Gran Aki Tarqui,SUPER EXITO MANTA,Plaza Del Sol Manta,Bar El Padrino,Bar Budo,Wild Bar,Navy`s Bar Discoteca,Noa Bar Grill,Bar Kush,Bar Sunset
Parque central,Museo Municipal Etnográfico Cancebí,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa Santa Marianita,Playa La Resbalosa,La Piñas y Santa Rosa,Monumento A Eloy Alfaro D.,Monumento a la Tejedora Manabita,El faro,Federacion de Artesanos,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,La Plaza Beach,Plaza Del Sol Manta,Bar El Padrino,Bar Budo,Wild Bar
Zoologicos y acuarios,Museo Centro Cultural Manta,Playa Barbasquillo,Monumento Al Atun Manta,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Bar El Padrino
Parque central,Museo Centro Cultural Manta,Playa San Mateo,Playa Santa Marianita,Playa La Botada,Monumento A Eloy Alfaro D.,Monumento a la Tejedora Manabita,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Plaza Del Sol Manta,v-lounge
Parque central,Museo Municipal Etnográfico Cancebí,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa Santa Marianita,Playa La Resbalosa,La Piñas y Santa Rosa,Monumento Al Atun Manta,El faro,Reloj Publico,El Paseo Shopping,Mall del Pacífico,La Plaza Beach,Gran Aki Tarqui,Plaza Del Sol Manta,Bar El Padrino,Bar Budo,Wild Bar,Navy`s Bar Discoteca,Noa Bar Grill,Bar Kush,Bar Sunset
Parque central,Museo Municipal Etnográfico Cancebí,Museo Centro Cultural Manta,museo pacocha,Playa los Esteros y Tarqui,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa Santa Marianita,Playa La Botada,Playa La Resbalosa,La Piñas y Santa Rosa,playa Piedra Larga,playa Liguiqui,playa San Lorenzo,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Reloj Publico,Federacion de Artesanos,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Plaza Del Sol Manta,plaza la cuadra,Bar El Padrino,Wild Bar,Navy`s Bar Discoteca,Noa Bar Grill,wave shots
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,El faro,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Plaza Del Sol Manta,Bar El Padrino,Navy`s Bar Discoteca
Parque central,Museo Municipal Etnográfico Cancebí,Playa San Mateo,Playa Santa Marianita,Playa La Resbalosa,La Piñas y Santa Rosa,Monumento a la Tejedora Manabita,El faro,Federacion de Artesanos,Mall del Pacífico,Plaza Del Sol Manta,
parque acuatico,Museo Centro Cultural Manta,Playa San Mateo,Playa Santa Marianita,Monumento A Eloy Alfaro D.,Monumento a la Tejedora Manabita,El faro,Reloj Publico,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Parque comercial Nuevo Tarqui,Plaza Del Sol Manta,Bar El Padrino,Bar Kush,Bar Sunset
Parque central,Playa Santa Marianita,Federacion de Artesanos,El Paseo Shopping,Bar Kush
Parque central,Museo Centro Cultural Manta,Playa San Mateo,Playa Santa Marianita,Monumento a la Tejedora Manabita,El faro,Federacion de Artesanos,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Parque comercial Nuevo Tarqui,El Patrón,V-Lounge
Parque central,Museo Municipal Etnográfico Cancebí,Museo Centro Cultural Manta,Playa San Mateo,Playa Santa Marianita,Playa La Botada,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Parque comercial Nuevo Tarqui,Plaza Del Sol Manta,Bar El Padrino
Parque central,Playa El Murciélago,Monumento A Eloy Alfaro D.,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Navy`s Bar Discoteca
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Ligüiqui,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Reloj Publico,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Parque comercial Nuevo Tarqui,Gran Aki Tarqui,Bar El Padrino
Parque central,Museo Centro Cultural Manta,Playa Barbasquillo,Playa San Mateo,Monumento Al Pescador,Monumento a la Tejedora Manabita,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Plaza Del Sol Manta,La Cuadra,Bar El Padrino,Bar Kush
Parque central,Museo Municipal Etnográfico Cancebí,Museo Centro Cultural Manta,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa Santa Marianita,Monumento A Eloy Alfaro D.,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Gran Aki Tarqui,Bar El Padrino,Noa Bar Grill
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa San Lorenzo,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Reloj Publico,Federacion de Artesanos,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,La Plaza Beach,Parque comercial Nuevo Tarqui,Gran Aki Tarqui,SUPER EXITO MANTA,Plaza Del Sol Manta,Bar El Padrino,Bar Budo
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Monumento A Eloy Alfaro D.,Federacion de Artesanos,Mall del Pacífico,Navy`s Bar Discoteca
Parque central,Museo Municipal Etnográfico Cancebí,Museo Centro Cultural Manta,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa La Botada,Playa La Resbalosa,La Piñas y Santa Rosa,Monumento A Eloy Alfaro D.,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Reloj Publico,Federacion de Artesanos,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Parque comercial Nuevo Tarqui,Gran Aki Tarqui,SUPER EXITO MANTA,Bar El Padrino,Bar Budo,Navy`s Bar Discoteca,Bar Kush
Parque central,Museo Centro Cultural Manta,Playa San Mateo,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Plaza Del Sol Manta,Bar El Padrino
Parque central,Museo Municipal Etnográfico Cancebí,Playa Barbasquillo,Playa San Mateo,Playa Santa Marianita,Monumento a la Tejedora Manabita,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Plaza Del Sol Manta,Bar El Padrino
Parque central,Museo Centro Cultural Manta,Playa San Mateo,Monumento A Eloy Alfaro D.,Monumento Al Pescador,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Parque comercial Nuevo Tarqui,Gran Aki Tarqui,Bar El Padrino
Parque central,Museo Municipal Etnográfico Cancebí,Playa El Murciélago,Playa San Mateo,Playa Santa Marianita,Monumento A Eloy Alfaro D.,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,La Plaza Beach,Plaza Del Sol Manta,Bar El Padrino,Navy`s Bar Discoteca,Noa Bar Grill,Bar Sunset
Parque central,Museo Centro Cultural Manta,Playa Barbasquillo,Playa Santa Marianita,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Monumento a la Tejedora Manabita,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,La Plaza Beach,Plaza Del Sol Manta,Bar El Padrino,Noa Bar Grill
Parque central,Playa San Mateo,Reloj Publico,Federacion de Artesanos,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Gran Aki Tarqui,
Parque central,Museo Centro Cultural Manta,San Jose,Monumento A Eloy Alfaro D.,Monumento a la Tejedora Manabita,Federacion de Artesanos,El Paseo Shopping,Mall del Pacífico,Bar El Padrino
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa San Mateo,Monumento Al Pescador,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,La Plaza Beach,Bar El Padrino,Bar Budo
Parque central,Playa San Mateo,Playa Santa Marianita,Monumento A Eloy Alfaro D.,El faro,Reloj Publico,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Plaza Del Sol Manta,Vlounge
Parque central,Museo Centro Cultural Manta,Playa San Mateo,Playa La Botada,LUIGUIQUI,Monumento a la Tejedora Manabita,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Plaza Del Sol Manta,Bar El Padrino
Parque central,Museo Municipal Etnográfico Cancebí,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Playa Santa Marianita,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Federacion de Artesanos,Parque comercial Nuevo Tarqui,Bar El Padrino,Bar Budo,Wild Bar,Bar Kush
Parque central,Museo Municipal Etnográfico Cancebí,Museo Centro Cultural Manta,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Monumento Al Pescador,Monumento Al Atun Manta,Federacion de Artesanos,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Bar El Padrino,Bar Budo
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa La Botada,Ligüiqui,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Parque comercial Nuevo Tarqui,Gran Aki Tarqui,Navy`s Bar Discoteca
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Monumento A Eloy Alfaro D.,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Federacion de Artesanos,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,La Plaza Beach,Bar Budo,Wild Bar,Bar Kush,Bar Sunset
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Monumento A Eloy Alfaro D.,Monumento Al Pescador,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,El faro,Reloj Publico,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,
Parque central,Museo Centro Cultural Manta,Playa San Mateo,El faro,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Navy`s Bar Discoteca
parque de la Aurora,Museo Centro Cultural Manta,Playa Barbasquillo,Playa San Mateo,Monumento Al Pescador,Monumento a la Tejedora Manabita,Mercado Artesanal de la playa El Murcielago,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Plaza Del Sol Manta,retrobar
,Playa Santa Marianita,Monumento a la Tejedora Manabita,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,Gran Aki Tarqui,
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa Barbasquillo,Playa San Mateo,Monumento Al Pescador,Federacion de Artesanos,El Paseo Shopping,Mall del Pacífico,
Parque central,Museo Centro Cultural Manta,Playa Santa Marianita,Monumento a la Tejedora Manabita,Federacion de Artesanos,El Paseo Shopping,Mall del Pacífico,Bar Budo
Parque central,Museo Centro Cultural Manta,Playa El Murciélago,Playa San Mateo,Playa Santa Marianita,Playa La Botada,Playa La Resbalosa,La Piñas y Santa Rosa,Monumento Al Pescador,Monumento Al Atun Manta,Monumento a la Tejedora Manabita,Reloj Publico,Federacion de Artesanos,Mercado Artesanal de la playa El Murcielago,El Paseo Shopping,Mall del Pacífico,Centro Comercial Manta Shopping- Manicentro,
